codigo,descripcion,unidad,total
17-05-43,SALIDA ST EMT,UND,117164.0
17-06-55,BALA PANEL LED 12W,UND,29254.0
17-06-56,BALA PANEL LED 18W,UND,33254.0
17-06-58,BALA PANEL LED6W,UND,22754.0
17-06-59,BALA PANEL LED 24W,UND,62154.0
17-07-20,SAL TOMA 220 PVC,UND,83947.0
17-07-22,SAL TOMA 120 PVC,UND,82789.0
17-07-23,SAL TOMA 120 PVC ZONA HUMEDA,UND,124466.0
17-07-24,SAL TOMA 120 EMT,UND,118993.0
17-07-25,SAL TOMA 120 EMT ZONA HUMEDA,UND,160690.0
17-07-26,SAL TOMA 220 EMT,UND,117323.0
17-08-02,BREAKER 2F DESDE 15 HASTA 60 AMP,UND,93919.0
17-08-09,BREAKER 2F DESDE 70 HASTA 100 AMP,UND,156511.0
17-08-13,BREAKER 1F DESDE 15 HASTA 60 AMP,UND,43081.0
17-08-24,BREAKER 3F DESDE 15 HASTA 50 AMP,UND,192908.0
17-08-32,BREAKER 3F DESDE 60 HASTA 100 AMP,UND,337311.0
17-09-03,TABLERO 1F 2 CTOS VTQ-SQ,UND,86106.0
17-09-04,TABLERO 1F 4 CTOS VTQ-SQ,UND,95400.0
17-09-05,TABLERO 1F 6 CTOS VTQ-SQ,UND,105283.0
17-09-06,TABLERO 1F 8 CTOS VTQ-SQ,UND,124787.0
17-09-07,TABLERO 1F 10 CTOS VTQ-SQ,UND,147498.0
17-09-08,TABLERO 1F 12 CTOS VTQ-SQ,UND,175118.0
17-09-10,TABLERO 2F 6 CTOS TQSP,UND,225526.0
17-09-11,TABLERO 2F 8 CTOS TQSP,UND,277230.0
17-09-12,TABLERO 2F 12 CTOS TQCP,UND,309759.0
17-09-13,TABLERO 2F 18 CTOS TQCP,UND,381165.0
17-09-14,TABLERO 2F 24 CTOS TQCP,UND,460490.0
17-09-15,TABLERO 3F 12 CTOS NTQ,UND,503893.0
17-09-16,TABLERO 3F 18 CTOS NTQ,UND,589567.0
17-09-17,TABLERO 3F 24 CTOS NTQ,UND,675372.0
17-09-18,TABLERO 3F 30 CTOS NTQ,UND,842074.0
17-09-19,TABLERO 3F 36 CTOS NTQ,UND,887234.0
17-09-20,TABLERO 3F 42 CTOS NTQ,UND,1001313.0
17-12-03,MOLDE SOLDADURA VARILLA-CABLE,UND,0.0
17-12-04,CABLE COBRE DESNUDO #1/0,ML,46529.0
17-12-05,CABLE COBRE DESNUDO #2/0,ML,59238.0
17-12-06,CABLE COBRE DESNUDO #4/0,ML,90145.0
17-12-08,MOLDE SOLDADURA CABLE-CABLE (1/0 A 4/0),UND,237692.0
17-12-09,SOLDADURA TERMOWELD X115 GRM,UND,26137.0
17-12-10,TAPA METALICA DE REGISTRO 20X20,UND,61165.0
17-12-12,VARILLA CU-CU 9/16X 2.40,UND,192197.0
17-12-29,PARARRAYOS FRANKLIN BLUNT 5 PUNTAS,UND,243448.0
17-24-01,RETIRO BANDEJA,UND,0.0
17-24-02,RETIRO BREAKER,UND,1833.0
17-24-10,RETIRO DE CABLE # 8 A # 2,ML,829.0
17-24-11,RETIRO DE CABLE #16 A #10,ML,495.0
17-24-12,RETIRO DE CABLE MCM,ML,3506.0
17-24-13,RETIRO DE CABLES 1/0 A 4/0,ML,2836.0
17-24-14,RETIRO LAMPARA,UND,5178.0
17-24-15,RETIRO SALIDA ELECTRICA,UND,13542.0
17-24-17,RETIRO SWITCHE O TOMA,UND,2836.0
17-24-18,RETIRO TABLEROS,UND,302890.0
17-24-24,"RETIRO TUBERIA GALVANIZADA 2 A 4"" H=8MT""",ML,13033.0
17-24-25,RETIRO CABLE # 1/0 A 4/0POR TUBO METALIC,ML,1985.0
17-24-26,RETIRO DE GABINETE METALICO CON TOTALIZA,UND,69310.0
17-24-27,RETIRO LAMPARA 4X32W,UND,18328.0
17-24-28,RETIRO CABLE XLPE,ML,6865.0
17-26-01,"ACOM.E.1F(2# 4) 1""EMT""",ML,56130.0
17-26-02,"ACOM.E.1F(2# 6) 1""EMT""",ML,42333.0
17-26-03,"ACOM.E.1F(2# 8),3/4"" EMT""",ML,31673.0
17-26-04,"ACOM.E.1F(2# 10),3/4"" EMT""",ML,25921.0
17-26-05,"ACOM.E.1F(2# 12),3/4"" EMT""",ML,21818.0
17-26-06,"ACOM.E.2F(2# 4+1# 8) 1""EMT""",ML,64913.0
17-26-07,"ACOM.E.2F(2# 6+1# 8) 1""EMT""",ML,49778.0
17-26-08,"ACOM.E.2F(2# 8+1#10) 1"" EMT""",ML,38134.0
17-26-09,"ACOM.E.2F(2# 10+1#10) ,3/4"" EMT""",ML,32465.0
17-26-10,"ACOM.E.2F(2# 12+1#12) ,3/4"" EMT""",ML,26311.0
17-26-11,"ACOM.E.3F(3# 2+1# 6) 2"" EMT""",ML,136250.0
17-26-12,"ACOM.E.3F(3# 4+1# 8) 2"" EMT""",ML,99372.0
17-26-13,"ACOM.E.3F(3# 6+1# 8) 2"" EMT""",ML,76669.0
17-26-14,"ACOM.E.3F(3# 10+1#10) 1"" EMT""",ML,39762.0
17-26-15,"ACOM.E.3F(3# 12+1#12) 1"" EMT""",ML,31557.0
17-26-16,"ACOM.E.3F(3#1/0+1#1/0)3"" EMT""",ML,269425.0
17-26-17,"ACOM.E.3F(3#2/0+1#2/0)3"" EMT""",ML,319064.0
17-26-18,"ACOM.E.3F(3#3/0+1#1/0)3"" EMT""",ML,370768.0
17-26-19,"ACOM.E.3F(3#4/0+1#4/0)3""EMT""",ML,460392.0
17-26-20,"ACOM.E.1F(2# 12+1#12) ,3/4"" EMT""",ML,26709.0
17-26-21,"ACOM.E.3F(XLP 3#2 ) 4""GALV""",ML,363059.0
17-26-22,"ACOM.E.3F(XLP 3#1/0) 4""GALV""",ML,426431.0
17-26-23,"ACOM.E.3F(3#8 +1# 8) 2""EMT""",ML,67086.0
17-27-01,PANEL SOLAR MONOCROMATICO 250-300W 24VDC,UND,799519.0
17-27-02,INVERSOR DC -AC,UND,3385444.0
17-27-03,REGULADOR MPPT 100/30,UND,1759784.0
17-27-04,BATERIA 12VDC 200 AH,UND,1677565.0
17-27-05,ESTRUCTURA PISO MONTAJE PANEL SOLAR,UND,422084.0
17-27-06,PANEL SOLAR 410 VATIOS POLYCRISTALINO,UND,1283488.0
17-27-07,REGULADOR 150 VOLTIOS-60 AMPERIOS,UND,4426788.0
17-30-01,TUBERIA EMT 2,ML,28032.0
17-30-02,TUBERIA EMT 1 1/4,ML,10826.0
17-30-03,TUBERIA EMT3/4,ML,12106.0
17-30-04,UNION EMT 2,UND,6253.0
17-30-05,UNION EMT 1 1/4,UND,3368.0
17-30-06,UNION EMT 3/4,UND,3949.0
17-30-07,CURVA EMT 2,UND,11732.0
17-30-08,CURVA EMT 1 1/4,UND,6316.0
17-30-09,CURVA EMT 3/4,UND,2524.0
17-30-10,ADAPTADOR EMT 2,UND,5016.0
17-30-11,ADAPTADOR EMT 1 1/4,UND,3049.0
17-30-12,ADAPTADOR EMT 3/4,UND,1968.0
17-30-13,TUBERIA EMT 3,ML,28054.0
17-31-01,TUBERIA IMC 3/4 GALV,ML,27886.0
17-31-02,TUBERIA IMC 1 GALV,ARR,39416.0
17-31-03,CURVA IMC 3/4 GALV,UND,24718.0
17-31-04,CURVA IMC 1GALV,ARR,34718.0
17-32-01,TUBO GALV 1 X 3MTS,UND,49110.0
17-32-02,"TUBO GALV 1,1/4X3 MTS",UND,49026.0
17-32-03,TUBO GALV 2X3 MTS,UND,95470.0
17-32-04,TUBO GALV 3X3 MTS,UND,199555.0
17-32-05,TUBO GALV 4X3 MTS,UND,251111.0
17-32-06,CAPACETE GALV 1,UND,3851.0
17-32-07,"CAPACETE GALV 1,1/2",UND,6593.0
17-32-08,"CAPACETE GALV 1,1/4",UND,5874.0
17-32-09,CAPACETE GALV 2,UND,12521.0
17-32-10,"CAPACETE GALV 2,1/2",UND,31015.0
17-32-11,CAPACETE GALV 3,UND,37330.0
17-32-12,CAPACETE GALV 4,UND,0.0
17-32-13,CURVA GALV 1,UND,5198.0
17-32-14,"CURVA GALV 1,1/2",UND,10529.0
17-32-15,"CURVA GALV 1,1/4",UND,7955.0
17-32-17,CURVA GALV 3,UND,107613.0
17-32-18,CURVA GALV 4,UND,214058.0
17-33-01,TUBO PVC 1/2,ML,6196.0
17-33-02,TUBO PVC 3/4,ML,6906.0
17-33-04,TUBO PVC 1-1/2,ML,15847.0
17-33-05,TUBO PVC 1-1/4,ML,11452.0
17-33-06,TUBO PVC 2,ML,20262.0
17-33-07,TUBO PVC 3,ML,26345.0
17-33-08,TUBO PVC 4,ML,39323.0
17-33-09,CURVA PVC 1/2,ML,2791.0
17-33-10,CURVA PVC 3/4,ML,3670.0
17-33-11,CURVA PVC 1,ML,5499.0
17-33-12,CURVA PVC 1-1/2,ML,12291.0
17-33-13,CURVA PVC 1-1/4,ML,9239.0
17-33-14,CURVA PVC 2,ML,20644.0
17-33-15,CURVA PVC 3,ML,11893.0
17-33-16,CURVA PVC 4,ML,23022.0
17-33-17,TERMINAL PVC 2,ML,6927.0
17-33-18,TERMINAL PVC 3,ML,21292.0
18-01-01,ESTRUCTURA METALICA,KLS,7753.0
18-01-30,CORREA MET. TRIANGULAR L=3.00-4.00 MTS,ML,28826.0
18-01-32,CORREA MET. TRIANGULAR L=4.10-5.00 MTS,ML,44267.0
18-01-41,"TENSOR ESTR.VARILLA DIAMETRO 3/8""",ML,8433.0
18-01-44,CORREA MET. TRIANGULAR L=5.10-6.00 MTS,ML,47637.0
18-01-48,CORREA MET. TRIANGULAR L=7.10-7.50 MTS,ML,84986.0
18-01-49,CORREA MET. TRIANGULAR L=6.10-7.00 MTS,ML,62253.0
18-01-55,PLATINA LAMINA HR 35-40X35-40 CAL.1/4,UND,30907.0
18-01-56,"VARILLA ROSCA.GALV.5/8"" L=30-33CM+TUERCA",UND,19606.0
18-01-57,PLATINA LAMINA HR 05-10X05-10 CAL.1/ 8,UND,18527.0
18-01-58,"PLATINA LAMINA HR 25-30X25-30 CAL.3/16""",UND,26543.0
18-01-59,"TENSOR ESTR.VARILLA DIAMETRO 1/2""",ML,8433.0
18-01-60,PLATINA LAM HR 0.11-0.15X0.11-0.15 X 1/8,UND,27370.0
18-01-63,"TENSOR ESTR.VARILLA DIAMETRO 5/8""",ML,8597.0
18-01-64,"VARILLA ROSCA.GALV.1/2"" L=80-100C+TUERCA",UND,8867.0
18-02-02,ENTRAMADO TEJA FIBRO CEMENTO,M2,51384.0
18-02-03,ENTRAMADO TEJA BARRO LISTON 2X2 C-50/60C,M2,24336.0
18-02-04,ENTRAMADO TEJA BARRO CANABRAVA,M2,14909.0
18-02-05,ENTRAMADO LISTON 2X2 AMARILLO C.FALSO,M2,16464.0
18-02-07,ENTRAMADO BASE CIELO ESTERILLA-MADERA,M2,37919.0
18-02-09,ENTRAMADO TEJA ZINC,M2,46476.0
18-02-10,ESTRUC. MADERA CUBIERTA CHANUL 3X6 ESP.,M2,62718.0
18-02-11,ENTRAMADO METAL CF.PER.CHR 4X2-TUB.1.1/2,M2,49790.0
18-02-12,"ESTRUCT.ENTRAMADO METAL C.F.TUB. 1""X1""",M2,40999.0
18-02-13,ESTRUCTURA ENTRAMADO MADERA-SACOS BUNKER,M2,235265.0
18-02-14,"SOPORTE BAJOTEJA CHANUL 3""X3""",M2,27768.0
18-02-15,"REPOSICION PIEZA MADERA ROLLIZA 4""-5""",ML,18109.0
18-02-16,"REPOSICION PIEZA MADERA ROLLIZA 5,1/4-6""",ML,18974.0
18-02-17,"PILAR-MONTERA MADERA CHANUL 6""X6""-ACABAD",ML,42118.0
18-02-18,"SOLERA MADERA CHANUL 6""X6""",ML,25869.0
18-02-19,"REPOSICION PIEZA MADERA ROLL.MANGLE 4""",ML,19102.0
18-03-01,IMPERM.ALQUITRAN LIQUIDO,M2,11731.0
18-03-03,IMPERM.CANAL-LOSA MANTO 3MM FOIL ALUM,M2,44521.0
18-03-04,"REPARACION MANTO PVC-IMPERM,DESAGUE",PTO,46565.0
18-03-07,IMPERM.MANTO 500XT3mm.,M2,32739.0
18-03-08,IMPERM.MANTO 800XT.4mm.,M2,45061.0
18-03-09,IMPERM.MANTO EDIL 3MM FOIL ALUM,M2,20645.0
18-03-10,IMPERM.MANTO 500XT-FOIL ALUMINIO,M2,32526.0
18-03-11,AISLAMIENTO TERMICO FRESCASA,M2,19327.0
18-03-12,IMPERM.MANTO TECHOFIELT 3000 E=3MM,M2,34534.0
18-03-14,POLIETILENO CAL. 7,M2,3068.0
18-03-15,POLIETILENO CAL. 4,M2,2510.0
18-03-16,SOLAPA-CINTA ADHESIVA SELLO CUBIERTA 15C,ML,14715.0
18-03-17,POLIETILENO CAL.6,M2,2593.0
18-03-18,BAJO TEJA BT-235 ONDULINE,M2,28856.0
18-03-19,MEMBRANA PLASTIFICADA REVESTIMIENTO 12NT,M2,105292.0
18-03-20,PREPARACION SUPERFICIE-MORTERO RELLENO,M2,34168.0
18-03-21,MEMBRANA PVC IMPERMEABILIZACION 1.5MM,M2,89905.0
18-03-22,MEMBRANA-PERFIL FIJADOR PERIMETRAL PVC,ML,8634.0
18-04-01,C.F.LAMINA ACRILICO 0.61X1.22M,M2,78132.0
18-04-04,C.F.PANEL YESO 12.7MM S.JUNTA+VINILO RH,M2,42566.0
18-04-05,C.F.PANEL YESO 12.7MM S.JUNTA+VINILO,M2,37105.0
18-04-06,C.F.PANEL YESO 3/8S.JUNTA+VINILO,M2,39669.0
18-04-07,C.F.ICOPOR TEXTURIZADO 1CM - PERLITA,M2,38476.0
18-04-10,C.F.PANEL BOARD 6.0MM S.JUNTA+VINILO,M2,49574.0
18-04-12,C.F.MADERA LISTON MACH.PINO CIPREX-MADER,M2,50694.0
18-04-13,C.F.MADERA LISTON MACH.PINO PATULA,M2,39990.0
18-04-14,C.F.MALLA-ESTRUCIELO,M2,21700.0
18-04-18,C.F.[FV] DURACUSTIC 5/8 [LAMINA],M2,54244.0
18-04-19,"C.F.[FV] DURACUSTIC 5/8""",M2,72458.0
18-04-21,C.F.[FV] SONOCOR,M2,36337.0
18-04-31,C.F.ICOPOR TEXTURIZADO 1CM[LAMINA],UND,7867.0
18-04-32,"C.F.ESQUELETO ALUMINIO ,7/8""",M2,23190.0
18-04-33,C.F.MADERA MACHIMBRE PINO CIPREX-S/METAL,M2,52088.0
18-04-34,C.F.ICOPOR TEXTURIZADO 1CM - PVC,M2,51752.0
18-04-35,C.F.LAMINA BOARD 1214x605x4MM P.ALUMINIO,M2,43235.0
18-04-36,C.F.LAMINA SUPERBOARD CARTERA-TEJA 4MM,ML,48932.0
18-04-37,C.F.LAMINA BOARD 1214x605x6MM P.ALUMINIO,M2,52788.0
18-04-38,C.F.LAMINA PANEL(PVC-FOIL ALUM),M2,33634.0
18-04-39,C.F.LAMINA PANEL(PVC-FOIL ALUM) 120X60C,M2,31839.0
18-04-40,C.FALSO LAMINA PVC A=25CM E=5MM,M2,58730.0
18-04-41,C.FALSO LAMINA PVC A=25CM E=10MM,M2,64772.0
18-04-42,TAPA REGISTRO 60X60CM METAL-PALANCA,UND,115786.0
18-04-43,C.F.PANEL BOARD 8MM S.JUNTA+VINILO,M2,53039.0
18-04-44,TAPA INSPECCION PANEL 40X40CM,UND,130314.0
18-04-45,TAPA INSPECCION PANEL 60X60CM,UND,155164.0
18-04-46,TAPA REGISTRO 40X40CM METAL-PALANCA,UND,74386.0
18-05-01,CANECILLO HIERRO-ANGULO,ML,17625.0
18-05-02,CANECILLO HIERRO-MALLA VENADA,ML,23934.0
18-05-03,CANECILLO HIERRO-MALLA VENADA,M2,39044.0
18-05-04,CANECILLO ESTRUC.METALICA LAM BOARD 8MM,M2,87780.0
18-05-05,CANECILLO MADERA-MALLA VENADA,ML,37224.0
18-05-07,CARGUE CIELO EN BARRO Y CISCO,M2,19759.0
18-05-08,PANETE CIELO: BARRO - BONIGA - SISGO.,M2,20729.0
18-05-09,C.F.CANA BRAVA Y BAHAREQUE,M2,41003.0
18-05-10,CANECILLO CANA BRAVA-BAHAREQUE,ML,59052.0
18-06-02,CABALLETE TEJA FIBRO CEMENTO VENTILAC.,ML,41342.0
18-06-03,CANALETA 43 DE 3.50M.,M2,109641.0
18-06-04,CANALETA 43 DE 4.00M.,M2,100131.0
18-06-05,CANALETA 43 DE 4.50M.,M2,103628.0
18-06-07,CANALETA 43 DE 5.50M.,M2,101504.0
18-06-08,CANALETA 43 DE 6.00M.,M2,92856.0
18-06-09,CANALETA 90 DE 3.75M,M2,60323.0
18-06-10,CANALETA 90 DE 4.50M,M2,73236.0
18-06-11,CANALETA 90 DE 5.25M,M2,80568.0
18-06-12,CANALETA 90 DE 6.00M.,M2,83983.0
18-06-13,CANALETA 90 DE 7.50M.,M2,81297.0
18-06-14,CANALETA 90 DE 9.00M.,M2,85881.0
18-06-15,LIMAHOYA TEJA FIBRO CEMENTO,ML,17939.0
18-06-16,LIMATESA TEJA FIBRO CEMENTO,ML,31191.0
18-06-17,TEJA AC.TERMINAL CANAL,UND,43578.0
18-06-18,TEJA AC.TERMINAL SUPERIOR MURO,UND,38046.0
18-06-19,TEJA FIBRO CEMENTO,M2,29574.0
18-06-20,TEJA FIBRO CEMENTO # 2,UND,18571.0
18-06-21,TEJA FIBRO CEMENTO # 3,UND,23771.0
18-06-22,TEJA FIBRO CEMENTO # 4,UND,25071.0
18-06-23,TEJA FIBRO CEMENTO # 5,UND,29771.0
18-06-24,TEJA FIBRO CEMENTO # 6,UND,39086.0
18-06-25,TEJA FIBRO CEMENTO # 8,UND,48314.0
18-06-26,TEJA CLARABOYA FIBRO CEMENTO # 4,UND,51026.0
18-06-27,TEJA CLARABOYA FIBRO CEMENTO # 5,UND,61505.0
18-06-28,TEJA CLARABOYA FIBRO CEMENTO # 6,UND,74518.0
18-06-29,TEJA VENTILACION FIBRO CEMENTO # 4,UND,56524.0
18-06-30,TEJA VENTILACION FIBRO CEMENTO # 6,UND,97206.0
18-06-31,CABALLETE TEJA FIBRO CEMENTO FIJO,ML,44262.0
18-06-32,TEJA FIBRO CEMENTO ESPANOLA,M2,51410.0
18-06-33,UNION CABALLETE - LIMATESA,UND,33159.0
18-06-34,TEJA FIBRO CEMENTO #10,UND,57357.0
18-06-35,RECORRIDO CUBIERTA TEJA ASBESTO CEMENTO,M2,6251.0
18-07-01,CABALLETE TEJA BARRO NORMAL,ML,14252.0
18-07-02,CABALLETE TEJA BARRO PRENSADA,ML,18146.0
18-07-03,LIMATESA TEJA BARRO NORMAL,ML,14461.0
18-07-04,LIMATESA TEJA BARRO PRENSADA,ML,17666.0
18-07-06,TEJA BARRO NORMAL,M2,36338.0
18-07-07,TEJA BARRO PRENSADA,M2,38454.0
18-07-08,TEJA BARRO PRENSADA SOBRE FIBRO CEMENTO,M2,29870.0
18-07-09,TEJA BARRO NORMAL (REPOSICION),UND,967.0
18-07-10,TEJA BARRO ANTIGUA-RESTAURACION,M2,31139.0
18-07-11,RECORRIDO CUBIERTA TEJA DE BARRO,M2,4191.0
18-08-01,CABALLETE TEJA ALUMINIO COLOR,ML,31416.0
18-08-02,CABALLETE TEJA ALUMINIO NATURAL,ML,27909.0
18-08-03,CABALLETE TEJA AJOVER,ML,42112.0
18-08-06,REMATE SUPERIOR CONTRA MURO TEJA AJOVER,ML,57513.0
18-08-07,TEJA AJOVER ONDULADACOLOR .27MM,M2,42395.0
18-08-08,TEJA AJOVER TRAPEZOIDALCOLOR .27MM,M2,50964.0
18-08-13,TEJA GALVANIZADA TRAPEZOIDAL CAL.26,M2,27225.0
18-08-15,TEJA CUBIERTA CINDUTEC,M2,32679.0
18-08-16,TEJA ZINC,M2,24061.0
18-08-17,LIMATESA TEJA AJOVER,ML,30688.0
18-08-18,TEJA AJOVER TRAPEZOIDALSUPER .35MM,M2,55247.0
18-08-19,TEJA AJOVER ONDULADA SUPER COLOR .35MM,M2,43279.0
18-08-20,TEJA ALUMINIO-POLIURETANO-ALUM.E=1 1C,M2,140080.0
18-08-22,CABALLETE TEJA ALUM-POLIURETANO,ML,36556.0
18-09-01,DOMO ACRILICO CIRCULAR-RECTANG. 65X65CM,UND,98586.0
18-09-09,TEJA PLASTICA ONDULADA,M2,32581.0
18-09-10,LAMINA POLICARBONATO ALVEOLAR 4MM,M2,43476.0
18-09-11,TEJA POLICARBONATO TRAPEZOIDAL 82CM,M2,65652.0
18-09-13,TEJA PLASTICA TRASLUCIDA,M2,34736.0
18-09-17,CONECTOR TAPA LAMINA POLICARBONATO,ML,36238.0
18-09-18,LAMINA POLICARBONATO ALVEOLAR 8MM,M2,76723.0
18-09-19,LAMINA POLICARBONATO ALVEOLAR 10MM,M2,90825.0
18-09-20,CONECTOR H LAMINA POLICARBONATO A=8-10MM,ML,17253.0
18-09-22,TEJA UPVC,M2,50732.0
18-09-23,CABALLETE UPVC,ML,56008.0
18-10-01,BAJANTE AGUAS LLUVIAS PVC CUADRADO CANAL,ML,39003.0
18-10-02,CANAL AMAZONAS PVC AGUAS LLUVIAS,ML,42527.0
18-10-03,CANAL RAINGOPVC AGUAS LLUVIAS,ML,26886.0
18-10-04,CODO BAJANTE 45 CANAL PVC,UND,10177.0
18-10-05,CODO BAJANTE 90 CANAL PVC,UND,10677.0
18-10-06,SOPORTE CANAL AMAZONAS PVC,UND,4878.0
18-10-07,SOPORTE CANAL RAINGOPVC,UND,4278.0
18-10-08,TAPA EXTERNA CANAL AMAZONAS PVC,UND,7190.0
18-10-09,TAPA EXTERNA CANAL RAINGO PVC,UND,8990.0
18-10-10,TAPA INTERNA CANAL AMAZONAS PVC,UND,7190.0
18-10-11,TAPA INTERNA CANAL RAINGO PVC,UND,6690.0
18-10-12,UNION BAJANTE CANAL AMAZONAS PVC,UND,25249.0
18-10-13,UNION BAJANTE CANAL RAINGO PVC,UND,9690.0
18-10-14,UNION CANAL AMAZONAS PVC,UND,18190.0
18-10-15,UNION CANAL RAINGOPVC,UND,9290.0
18-10-16,UNION ESQUINA CANAL AMAZONAS PVC,UND,30022.0
18-10-17,UNION ESQUINA CANAL RAINGO PVC,UND,14475.0
18-10-18,"UNION BAJANTE CUADRADO-TUBO 3"" PVC""",UND,8871.0
18-11-01,BAJANTE LAMINA GALVANIZADA,ML,110467.0
18-11-02,CANAL LAMINA ALUMINIO,ML,75393.0
18-11-03,CANAL LAMINA GALVANIZADA CAL.26,ML,48530.0
18-11-04,CANAL LAMINA LIMAHOYA,ML,65604.0
18-11-05,CANAL LAMINA GALVANIZADA CAL.22,ML,86962.0
18-11-06,REPARACION CANAL LAMINA DLLO. 51-100CM,ML,18248.0
18-12-01,ACCESORIO ESPIGO-ARANDELA ALUMINIO,UND,1969.0
18-12-03,FLANCHE ALUMINIO DINTEL-CANECILLO,ML,40480.0
18-12-04,FLANCHE LAMINA ALUMINIO .7MM,ML,48475.0
18-12-05,INSTALACION CERCHA METALICA L= 6.00-11 M,ML,46248.0
18-12-06,INSTALACION CERCHA METALICA L=11.01-16 M,ML,39385.0
18-12-08,INSTALACION ESTRUCTURA METALICA,M2,6447.0
18-12-09,INSTALACION TEJA ALUMINIO,M2,8769.0
18-12-10,INSTALACION TEJA ASBESTO CEMENTO,M2,12138.0
18-12-11,INSTALACION TEJA BARRO,M2,12818.0
18-12-12,SOLAPA LAMINA ALUMINIO COLOR .7MM,ML,25526.0
18-12-13,SOLAPA LAMINA ALUMINIO NATURAL 7MM.,ML,0.0
18-12-14,SOLAPA LAMINA GALVANIZADA,ML,20484.0
18-12-16,INSTALACION CORREA METALICA EXISTENTE,ML,5390.0
18-12-17,RECALCE-RESANE ONDULACION TEJA,ML,20215.0
18-12-19,LAVADA Y LIMPIEZA TEJA,M2,1202.0
18-12-20,INSTALACION TEJA BARRO ANITGUA-RESTAURAC,M2,19889.0
18-12-21,ALZAPRIMADA PROVISIONAL EN MADERA,M2,69159.0
18-20-04,PERFIL ABIERTO AG C120x 60mm -1.2MM C.18,ML,32637.0
18-20-05,PERFIL ABIERTO AG C120x 60mm -1.5MM C.16,ML,37330.0
18-20-06,PERFIL ABIERTO AG C120x 60mm -1.9MM C.14,ML,45657.0
18-20-07,PERFIL ABIERTO AG C160x 60mm -1.2MM C.18,ML,40419.0
18-20-08,PERFIL ABIERTO AG C160x 60mm -1.5MM C.16,ML,41505.0
18-20-09,PERFIL ABIERTO AG C160x 60mm -1.9MM C.14,ML,51270.0
18-20-10,PERFIL ABIERTO AG C220x 80mm -1.2MM C.18,ML,47896.0
18-20-11,PERFIL ABIERTO AG C220x 80mm -1.5MM C.16,ML,54936.0
18-20-12,PERFIL ABIERTO AG C220x 80mm -1.9MM C.14,ML,67956.0
18-20-13,PERFIL ABIERTO AG C305x 80mm -1.5MM C.16,ML,64212.0
18-20-14,PERFIL ABIERTO AG C305x 80mm -1.9MM C.14,ML,79881.0
18-20-19,PERFIL CAJONAG C120x 60mm -1.2MM C.18,ML,70872.0
18-20-20,PERFIL CAJONAG C120x 60mm -1.5MM C.16,ML,88508.0
18-20-21,PERFIL CAJONAG C120x 60mm -1.9MM C.14,ML,105211.0
18-20-22,PERFIL CAJONAG C160x 60mm -1.2MM C.18,ML,77583.0
18-20-23,PERFIL CAJONAG C160x 60mm -1.5MM C.16,ML,88516.0
18-20-24,PERFIL CAJONAG C160x 60mm -1.9MM C.14,ML,115840.0
18-20-25,PERFIL CAJONAG C220x 80mm -1.2MM C.18,ML,92502.0
18-20-26,PERFIL CAJONAG C220x 80mm -1.5MM C.16,ML,115292.0
18-20-27,PERFIL CAJONAG C220x 80mm -1.9MM C.14,ML,133189.0
18-20-29,PERFIL CAJONAG C305x 80mm -1.9MM C.14,ML,166398.0
18-20-30,PERFIL CAJONAG C355x110mm -1.9MM C.14,ML,175358.0
18-21-07,PERFIL ABIERTO HR C120x 60mm -1.5MM C.16,ML,36088.0
18-21-08,PERFIL ABIERTO HR C120x 60mm -2.0MM C.14,ML,42848.0
18-21-11,PERFIL ABIERTO HR C160x 60mm -1.2MM C.18,ML,30453.0
18-21-12,PERFIL ABIERTO HR C160x 60mm -1.5MM C.16,ML,43742.0
18-21-13,PERFIL ABIERTO HR C160x 60mm -2.0MM C.14,ML,51805.0
18-21-14,PERFIL ABIERTO HR C160x 60mm -2.5MM C.12,ML,59933.0
18-21-15,PERFIL ABIERTO HR C160x 60mm -3.0MM C.11,ML,67992.0
18-21-16,PERFIL ABIERTO HR C220x 80mm -1.2MM C.18,ML,34909.0
18-21-17,PERFIL ABIERTO HR C220x 80mm -1.5MM C.16,ML,52393.0
18-21-18,PERFIL ABIERTO HR C220x 80mm -2.0MM C.14,ML,63162.0
18-21-19,PERFIL ABIERTO HR C220x 80mm -2.5MM C.12,ML,73478.0
18-21-20,PERFIL ABIERTO HR C220x 80mm -3.0MM C.11,ML,84247.0
18-21-22,PERFIL ABIERTO HR C305x 80mm -2.0MM C.14,ML,73336.0
18-21-24,PERFIL ABIERTO HR C305x 80mm -3.0MM C.11,ML,99818.0
18-21-25,PERFIL ABIERTO HR C355x110mm -2.0MM C.14,ML,0.0
18-21-27,PERFIL ABIERTO HR C355x110mm -3.0MM C.11,ML,118985.0
18-21-28,PERFIL CAJONHR C 60x 40mm -1.2MM C.18,ML,53908.0
18-21-34,PERFIL CAJONHR C120x 60mm -1.5MM C.16,ML,85722.0
18-21-35,PERFIL CAJONHR C120X 60mm -2.0MM C.14,ML,98512.0
18-21-38,PERFIL CAJONHR C160x 60mm -1.2MM C.18,ML,64942.0
18-21-39,PERFIL CAJONHR C160x 60mm -1.5MM C.16,ML,108942.0
18-21-40,PERFIL CAJONHR C160x 60mm -1.9MM C.14,ML,109701.0
18-21-42,PERFIL CAJONHR C160x 60mm -3.0MM C.11,ML,133144.0
