codigo_recurso,descripcion_recurso,unidad_recurso,cantidad_recurso,desper,vr_unitario,vr_parcial,codigo_analisis
MOAG11,MANO OBRA ALBANILERIA1 AYUDANTE-1 OFI,HC,0.2,0.0,23896.0,4779.0,18-12-12
MQ0301,HERRAMIENTA MENOR,GLB,0.2,0.0,1600.0,320.0,18-12-12
000002,PUNTILLA 2AC,UND,0.1,0.0,4250.0,425.0,18-12-13
003624,LAM.ALUMINIO1.7 MM,M2,0.45,0.0,46250.0,20813.0,18-12-13
MOAG11,MANO OBRA ALBANILERIA1 AYUDANTE-1 OFI,HC,0.2,0.0,23896.0,4779.0,18-12-13
MQ0301,HERRAMIENTA MENOR,GLB,0.3,0.0,1600.0,480.0,18-12-13
000002,PUNTILLA 2AC,UND,0.1,0.0,4250.0,425.0,18-12-14
001481,LAM.GALVANIZADAC.30,UND,0.48,0.0,28500.0,13680.0,18-12-14
MOAG11,MANO OBRA ALBANILERIA 1 AYUDANTE-1 OFI,HC,0.2,0.0,23896.0,4779.0,18-12-14
MQ0301,HERRAMIENTA MENOR,GLB,1.0,0.0,1600.0,1600.0,18-12-14
003569,"""SOLDADURA 6011 x 1/8""""""",KLS,0.05,0.0,11996.0,600.0,18-12-16
MOAG11,MANO OBRA ALBANILERIA 1 AYUDANTE-1 OFI,HC,0.2,0.0,23896.0,4779.0,18-12-16
MQ0601,ANDAMIO METALICO TUBULAR,U/D,0.01,0.0,1100.0,11.0,18-12-16
000214,AGUA,LTS,0.002,0.0,30.0,0.0,18-12-17
001465,LADR SUCIO COMUN,UND,5.0,0.0,400.0,2000.0,18-12-17
004086,ALAMBRE GALVANIZADO # 18,KG,0.02,0.0,9900.0,198.0,18-12-17
MOAG01,MANO OBRA ALBANILERIA 1 AYUDANTE,HC,0.1,0.0,8949.0,895.0,18-12-17
MOAG11,MANO OBRA ALBANILERIA 1 AYUDANTE-1 OFI,HC,0.4,0.0,23896.0,9558.0,18-12-17
MQ0505,TIJERAS O DIAGONALES CORTAS O LARGAS,DIA,0.1,0.0,63.0,6.0,18-12-17
MQ0601,ANDAMIO METALICO TUBULAR,U/D,0.1,0.0,1100.0,110.0,18-12-17
MQ0604,TABLONES DE 3 MTS,DIA,0.1,0.0,535.0,54.0,18-12-17
000214,AGUA,LTS,5.0,0.0,30.0,150.0,18-12-19
MOAG11,MANO OBRA ALBANILERIA 1 AYUDANTE-1 OFI,HC,0.04,0.0,23896.0,956.0,18-12-19
MQ0301,HERRAMIENTA MENOR,GLB,0.06,0.0,1600.0,96.0,18-12-19
MOAG11,MANO OBRA ALBANILERIA 1 AYUDANTE-1 OFI,HC,0.8,0.0,23896.0,19117.0,18-12-20
MQ0301,HERRAMIENTA MENOR,GLB,0.05,0.0,1600.0,80.0,18-12-20
1046,"""CUARTON 2""""x4""""x300 OTOBO",UND,0.65,0.0,15500.0,10075.0,18-12-21
111,ALAMBRE NEGRO# 18,KLS,0.25,0.0,5756.0,1439.0,18-12-21
1365,GUADUA[TACO] 2.50-3M,UND,3.0,0.0,10500.0,31500.0,18-12-21
2294,PUNTILLA 2CC,LBS,0.3,0.0,3900.0,1170.0,18-12-21
2556,TABLA 1x10x300 OTOBO,UND,0.35,0.0,13007.0,4552.0,18-12-21
3170,"""VARETA 2""""x2""""x3M OTOBO""",UND,1.0,0.0,3200.0,3200.0,18-12-21
MOAG12,MANO OBRA ALBANILERIA 2 AYUDANTE-1 OFI,HC,0.5,0.0,32845.0,16423.0,18-12-21
MQ0301,HERRAMIENTA MENOR,GLB,0.5,0.0,1600.0,800.0,18-12-21
001508,SOLDADURA 6013 x 1/8,KLS,0.05,0.0,5876.0,294.0,18-20-04
002787,DISOLVENTE,GLN,0.025,0.0,45000.0,1125.0,18-20-04
003927,ANTICORROSIVO PHCL,GLN,0.04,0.04,39500.0,1581.0,18-20-04
005673,PERFIL AG C120mmx 60mm-1.2,UND,0.166,0.0,109896.0,18243.0,18-20-04
MOAG02,MANO OBRA ALBANILERIA2 AYUDANTE,HC,0.025,0.0,17897.0,447.0,18-20-04
MOCT01,MANO OBRA CARP.TALLER1 AYUDANTE-1 OFI,HC,0.25,0.0,25391.0,6348.0,18-20-04
MOPI01,MANO OBRA PINTURA1 AYUDANTE-1 OFI,HC,0.05,0.0,25391.0,1270.0,18-20-04
MQ0111,PULIDORA CON PIEDRA O DISCO,DIA,0.02,0.0,26000.0,520.0,18-20-04
MQ0118,SOLDADOR,DIA,0.05,0.0,47600.0,2380.0,18-20-04
MQ0301,HERRAMIENTA MENOR,GLB,0.2,0.0,1600.0,320.0,18-20-04
MQ0601,ANDAMIO METALICO TUBULAR,U/D,0.1,0.0,1100.0,110.0,18-20-04
000160,PERFIL AG C120mmx 60mm-1.5,UND,0.166,0.0,138168.0,22936.0,18-20-05
001508,SOLDADURA 6013 x 1/8,KLS,0.05,0.0,5876.0,294.0,18-20-05
002787,DISOLVENTE,GLN,0.025,0.0,45000.0,1125.0,18-20-05
003927,ANTICORROSIVO PHCL,GLN,0.04,0.04,39500.0,1581.0,18-20-05
MOAG02,MANO OBRA ALBANILERIA2 AYUDANTE,HC,0.025,0.0,17897.0,447.0,18-20-05
MOCT01,MANO OBRA CARP.TALLER1 AYUDANTE-1 OFI,HC,0.25,0.0,25391.0,6348.0,18-20-05
MOPI01,MANO OBRA PINTURA1 AYUDANTE-1 OFI,HC,0.05,0.0,25391.0,1270.0,18-20-05
MQ0111,PULIDORA CON PIEDRA O DISCO,DIA,0.02,0.0,26000.0,520.0,18-20-05
MQ0118,SOLDADOR,DIA,0.05,0.0,47600.0,2380.0,18-20-05
MQ0301,HERRAMIENTA MENOR,GLB,0.2,0.0,1600.0,320.0,18-20-05
MQ0601,ANDAMIO METALICO TUBULAR,U/D,0.1,0.0,1100.0,110.0,18-20-05
000159,PERFIL AG C120mmx 60mm-1.9,UND,0.166,0.0,188328.0,31262.0,18-20-06
001508,SOLDADURA 6013 x 1/8,KLS,0.05,0.0,5876.0,294.0,18-20-06
002787,DISOLVENTE,GLN,0.025,0.0,45000.0,1125.0,18-20-06
003927,ANTICORROSIVO PHCL,GLN,0.04,0.04,39500.0,1581.0,18-20-06
MOAG02,MANO OBRA ALBANILERIA2 AYUDANTE,HC,0.025,0.0,17897.0,447.0,18-20-06
MOCT01,MANO OBRA CARP.TALLER1 AYUDANTE-1 OFI,HC,0.25,0.0,25391.0,6348.0,18-20-06
MOPI01,MANO OBRA PINTURA1 AYUDANTE-1 OFI,HC,0.05,0.0,25391.0,1270.0,18-20-06
MQ0111,PULIDORA CON PIEDRA O DISCO,DIA,0.02,0.0,26000.0,520.0,18-20-06
MQ0118,SOLDADOR,DIA,0.05,0.0,47600.0,2380.0,18-20-06
MQ0301,HERRAMIENTA MENOR,GLB,0.2,0.0,1600.0,320.0,18-20-06
MQ0601,ANDAMIO METALICO TUBULAR,U/D,0.1,0.0,1100.0,110.0,18-20-06
001508,SOLDADURA 6013 x 1/8,KLS,0.05,0.0,5876.0,294.0,18-20-07
002787,DISOLVENTE,GLN,0.025,0.0,45000.0,1125.0,18-20-07
003927,ANTICORROSIVO PHCL,GLN,0.05,0.0,39500.0,1975.0,18-20-07
005674,PERFIL AG C160mmx 60mm-1.2,UND,0.166,0.0,128592.0,21346.0,18-20-07
MOAG02,MANO OBRA ALBANILERIA2 AYUDANTE,HC,0.025,0.0,17897.0,447.0,18-20-07
MOCT01,MANO OBRA CARP.TALLER1 AYUDANTE-1 OFI,HC,0.4,0.0,25391.0,10156.0,18-20-07
MOPI01,MANO OBRA PINTURA1 AYUDANTE-1 OFI,HC,0.05,0.0,25391.0,1270.0,18-20-07
MQ0111,PULIDORA CON PIEDRA O DISCO,DIA,0.02,0.0,26000.0,520.0,18-20-07
MQ0118,SOLDADOR,DIA,0.06,0.0,47600.0,2856.0,18-20-07
MQ0601,ANDAMIO METALICO TUBULAR,U/D,0.1,0.0,1100.0,110.0,18-20-07
000954,PERFIL AG C160mmx 60mm-1.5,UND,0.166,0.0,161424.0,26796.0,18-20-08
001508,SOLDADURA 6013 x 1/8,KLS,0.05,0.0,5876.0,294.0,18-20-08
002787,DISOLVENTE,GLN,0.025,0.0,45000.0,1125.0,18-20-08
003927,ANTICORROSIVO PHCL,GLN,0.05,0.0,39500.0,1975.0,18-20-08
MOAG02,MANO OBRA ALBANILERIA2 AYUDANTE,HC,0.025,0.0,17897.0,447.0,18-20-08
MOCT01,MANO OBRA CARP.TALLER1 AYUDANTE-1 OFI,HC,0.25,0.0,25391.0,6348.0,18-20-08
MOPI01,MANO OBRA PINTURA1 AYUDANTE-1 OFI,HC,0.05,0.0,25391.0,1270.0,18-20-08
MQ0111,PULIDORA CON PIEDRA O DISCO,DIA,0.02,0.0,26000.0,520.0,18-20-08
MQ0118,SOLDADOR,DIA,0.05,0.0,47600.0,2380.0,18-20-08
MQ0301,HERRAMIENTA MENOR,GLB,0.15,0.0,1600.0,240.0,18-20-08
MQ0601,ANDAMIO METALICO TUBULAR,U/D,0.1,0.0,1100.0,110.0,18-20-08
001097,PERFIL AG C160mmx 60mm-1.9,UND,0.166,0.0,220248.0,36561.0,18-20-09
001508,SOLDADURA 6013 x 1/8,KLS,0.05,0.0,5876.0,294.0,18-20-09
002787,DISOLVENTE,GLN,0.025,0.0,45000.0,1125.0,18-20-09
003927,ANTICORROSIVO PHCL,GLN,0.05,0.0,39500.0,1975.0,18-20-09
MOAG02,MANO OBRA ALBANILERIA2 AYUDANTE,HC,0.025,0.0,17897.0,447.0,18-20-09
MOCT01,MANO OBRA CARP.TALLER1 AYUDANTE-1 OFI,HC,0.25,0.0,25391.0,6348.0,18-20-09
MOPI01,MANO OBRA PINTURA1 AYUDANTE-1 OFI,HC,0.05,0.0,25391.0,1270.0,18-20-09
MQ0111,PULIDORA CON PIEDRA O DISCO,DIA,0.02,0.0,26000.0,520.0,18-20-09
MQ0118,SOLDADOR,DIA,0.05,0.0,47600.0,2380.0,18-20-09
MQ0301,HERRAMIENTA MENOR,GLB,0.15,0.0,1600.0,240.0,18-20-09
MQ0601,ANDAMIO METALICO TUBULAR,U/D,0.1,0.0,1100.0,110.0,18-20-09
000956,PERFIL AG C220mmx 80mm-1.2,UND,0.166,0.0,173280.0,28764.0,18-20-10
001508,SOLDADURA 6013 x 1/8,KLS,0.06,0.0,5876.0,353.0,18-20-10
002787,DISOLVENTE,GLN,0.025,0.0,45000.0,1125.0,18-20-10
003927,ANTICORROSIVO PHCL,GLN,0.05,0.0,39500.0,1975.0,18-20-10
MOAG02,MANO OBRA ALBANILERIA2 AYUDANTE,HC,0.025,0.0,17897.0,447.0,18-20-10
MOCT01,MANO OBRA CARP.TALLER1 AYUDANTE-1 OFI,HC,0.4,0.0,25391.0,10156.0,18-20-10
MOPI01,MANO OBRA PINTURA1 AYUDANTE-1 OFI,HC,0.05,0.0,25391.0,1270.0,18-20-10
MQ0111,PULIDORA CON PIEDRA O DISCO,DIA,0.02,0.0,26000.0,520.0,18-20-10
MQ0118,SOLDADOR,DIA,0.06,0.0,47600.0,2856.0,18-20-10
MQ0301,HERRAMIENTA MENOR,GLB,0.2,0.0,1600.0,320.0,18-20-10
MQ0601,ANDAMIO METALICO TUBULAR,U/D,0.1,0.0,1100.0,110.0,18-20-10
001159,PERFIL AG C220mmx 80mm-1.5,UND,0.166,0.0,215688.0,35804.0,18-20-11
001508,SOLDADURA 6013 x 1/8,KLS,0.06,0.0,5876.0,353.0,18-20-11
002787,DISOLVENTE,GLN,0.025,0.0,45000.0,1125.0,18-20-11
003927,ANTICORROSIVO PHCL,GLN,0.05,0.0,39500.0,1975.0,18-20-11
MOAG02,MANO OBRA ALBANILERIA2 AYUDANTE,HC,0.025,0.0,17897.0,447.0,18-20-11
MOCT01,MANO OBRA CARP.TALLER1 AYUDANTE-1 OFI,HC,0.4,0.0,25391.0,10156.0,18-20-11
MQ0111,PULIDORA CON PIEDRA O DISCO,DIA,0.02,0.0,26000.0,520.0,18-20-11
MQ0118,SOLDADOR,DIA,0.06,0.0,47600.0,2856.0,18-20-11
MQ0301,HERRAMIENTA MENOR,GLB,0.2,0.0,1600.0,320.0,18-20-11
MQ0601,ANDAMIO METALICO TUBULAR,U/D,0.1,0.0,1100.0,110.0,18-20-11
001158,PERFIL AG C220mmx 80mm-1.9,UND,0.166,0.0,294120.0,48824.0,18-20-12
001508,SOLDADURA 6013 x 1/8,KLS,0.06,0.0,5876.0,353.0,18-20-12
002787,DISOLVENTE,GLN,0.025,0.0,45000.0,1125.0,18-20-12
003927,ANTICORROSIVO PHCL,GLN,0.05,0.0,39500.0,1975.0,18-20-12
MOAG02,MANO OBRA ALBANILERIA2 AYUDANTE,HC,0.025,0.0,17897.0,447.0,18-20-12
MOCT01,MANO OBRA CARP.TALLER1 AYUDANTE-1 OFI,HC,0.4,0.0,25391.0,10156.0,18-20-12
MOPI01,MANO OBRA PINTURA1 AYUDANTE-1 OFI,HC,0.05,0.0,25391.0,1270.0,18-20-12
MQ0111,PULIDORA CON PIEDRA O DISCO,DIA,0.02,0.0,26000.0,520.0,18-20-12
MQ0118,SOLDADOR,DIA,0.06,0.0,47600.0,2856.0,18-20-12
MQ0301,HERRAMIENTA MENOR,GLB,0.2,0.0,1600.0,320.0,18-20-12
MQ0601,ANDAMIO METALICO TUBULAR,U/D,0.1,0.0,1100.0,110.0,18-20-12
001508,SOLDADURA 6013 x 1/8,KLS,0.06,0.0,5876.0,353.0,18-20-13
002787,DISOLVENTE,GLN,0.03,0.0,45000.0,1350.0,18-20-13
003927,ANTICORROSIVO PHCL,GLN,0.06,0.0,39500.0,2370.0,18-20-13
005669,PERFIL AG C305mmx 80mm-1.5,UND,0.166,0.0,266304.0,44206.0,18-20-13
MOAG02,MANO OBRA ALBANILERIA2 AYUDANTE,HC,0.025,0.0,17897.0,447.0,18-20-13
MOCT01,MANO OBRA CARP.TALLER1 AYUDANTE-1 OFI,HC,0.4,0.0,25391.0,10156.0,18-20-13
MOPI01,MANO OBRA PINTURA1 AYUDANTE-1 OFI,HC,0.06,0.0,25391.0,1523.0,18-20-13
MQ0111,PULIDORA CON PIEDRA O DISCO,DIA,0.02,0.0,26000.0,520.0,18-20-13
MQ0118,SOLDADOR,DIA,0.06,0.0,47600.0,2856.0,18-20-13
MQ0301,HERRAMIENTA MENOR,GLB,0.2,0.0,1600.0,320.0,18-20-13
MQ0601,ANDAMIO METALICO TUBULAR,U/D,0.1,0.0,1100.0,110.0,18-20-13
001508,SOLDADURA 6013 x 1/8,KLS,0.06,0.0,5876.0,353.0,18-20-14
001838,PERFIL AG C305mmx 80mm-1.9,UND,0.166,0.0,360696.0,59876.0,18-20-14
002787,DISOLVENTE,GLN,0.03,0.0,45000.0,1350.0,18-20-14
003927,ANTICORROSIVO PHCL,GLN,0.06,0.0,39500.0,2370.0,18-20-14
MOAG02,MANO OBRA ALBANILERIA2 AYUDANTE,HC,0.025,0.0,17897.0,447.0,18-20-14
MOCT01,MANO OBRA CARP.TALLER1 AYUDANTE-1 OFI,HC,0.4,0.0,25391.0,10156.0,18-20-14
MOPI01,MANO OBRA PINTURA1 AYUDANTE-1 OFI,HC,0.06,0.0,25391.0,1523.0,18-20-14
MQ0111,PULIDORA CON PIEDRA O DISCO,DIA,0.02,0.0,26000.0,520.0,18-20-14
MQ0118,SOLDADOR,DIA,0.06,0.0,47600.0,2856.0,18-20-14
MQ0301,HERRAMIENTA MENOR,GLB,0.2,0.0,1600.0,320.0,18-20-14
MQ0601,ANDAMIO METALICO TUBULAR,U/D,0.1,0.0,1100.0,110.0,18-20-14
001508,SOLDADURA 6013 x 1/8,KLS,0.166,0.0,5876.0,975.0,18-20-19
002787,DISOLVENTE,GLN,0.05,0.0,45000.0,2250.0,18-20-19
003349,ANTICORROSIVO ROJO,GLN,0.08,0.0,43500.0,3480.0,18-20-19
MOAG02,MANO OBRA ALBANILERIA2 AYUDANTE,HC,0.05,0.0,17897.0,895.0,18-20-19
MOCT01,MANO OBRA CARP.TALLER1 AYUDANTE-1 OFI,HC,0.5,0.0,25391.0,12696.0,18-20-19
MOPI01,MANO OBRA PINTURA1 AYUDANTE-1 OFI,HC,0.1,0.0,25391.0,2539.0,18-20-19
MQ0111,PULIDORA CON PIEDRA O DISCO,DIA,0.08,0.0,26000.0,2080.0,18-20-19
MQ0118,SOLDADOR,DIA,0.12,0.0,47600.0,5712.0,18-20-19
MQ0301,HERRAMIENTA MENOR,GLB,1.0,0.0,1600.0,1600.0,18-20-19
MQ0401,OXICORTE (OXIGENO-ACETILENO),DIA,0.04,0.0,48500.0,1940.0,18-20-19
MQ0601,ANDAMIO METALICO TUBULAR,U/D,0.1,0.0,1100.0,110.0,18-20-19
000160,PERFIL AG C120mmx 60mm-1.5,UND,0.333,0.0,138168.0,46010.0,18-20-20
001508,SOLDADURA 6013 x 1/8,KLS,0.166,0.0,5876.0,975.0,18-20-20
002787,DISOLVENTE,GLN,0.05,0.0,45000.0,2250.0,18-20-20
003349,ANTICORROSIVO ROJO,GLN,0.08,0.0,43500.0,3480.0,18-20-20
MOAG02,MANO OBRA ALBANILERIA2 AYUDANTE,HC,0.05,0.0,17897.0,895.0,18-20-20
MOCT02,MANO OBRA CARP.TALLER2 AYUDANTE-1 OFI,HRS,0.5,0.0,41833.0,20917.0,18-20-20
MOPI01,MANO OBRA PINTURA1 AYUDANTE-1 OFI,HC,0.1,0.0,25391.0,2539.0,18-20-20
MQ0111,PULIDORA CON PIEDRA O DISCO,DIA,0.08,0.0,26000.0,2080.0,18-20-20
MQ0118,SOLDADOR,DIA,0.12,0.0,47600.0,5712.0,18-20-20
MQ0301,HERRAMIENTA MENOR,GLB,1.0,0.0,1600.0,1600.0,18-20-20
MQ0401,OXICORTE (OXIGENO-ACETILENO),DIA,0.04,0.0,48500.0,1940.0,18-20-20
MQ0601,ANDAMIO METALICO TUBULAR,U/D,0.1,0.0,1100.0,110.0,18-20-20
000159,PERFIL AG C120mmx 60mm-1.9,UND,0.333,0.0,188328.0,62713.0,18-20-21
001508,SOLDADURA 6013 x 1/8,KLS,0.166,0.0,5876.0,975.0,18-20-21
002787,DISOLVENTE,GLN,0.05,0.0,45000.0,2250.0,18-20-21
003349,ANTICORROSIVO ROJO,GLN,0.08,0.0,43500.0,3480.0,18-20-21
MOAG02,MANO OBRA ALBANILERIA2 AYUDANTE,HC,0.05,0.0,17897.0,895.0,18-20-21
MOCT02,MANO OBRA CARP.TALLER2 AYUDANTE-1 OFI,HRS,0.5,0.0,41833.0,20917.0,18-20-21
MOPI01,MANO OBRA PINTURA1 AYUDANTE-1 OFI,HC,0.1,0.0,25391.0,2539.0,18-20-21
MQ0111,PULIDORA CON PIEDRA O DISCO,DIA,0.08,0.0,26000.0,2080.0,18-20-21
MQ0118,SOLDADOR,DIA,0.12,0.0,47600.0,5712.0,18-20-21
MQ0301,HERRAMIENTA MENOR,GLB,1.0,0.0,1600.0,1600.0,18-20-21
MQ0401,OXICORTE (OXIGENO-ACETILENO),DIA,0.04,0.0,48500.0,1940.0,18-20-21
MQ0601,ANDAMIO METALICO TUBULAR,U/D,0.1,0.0,1100.0,110.0,18-20-21
001508,SOLDADURA 6013 x 1/8,KLS,0.166,0.0,5876.0,975.0,18-20-22
002787,DISOLVENTE,GLN,0.05,0.0,45000.0,2250.0,18-20-22
003349,ANTICORROSIVO ROJO,GLN,0.08,0.0,43500.0,3480.0,18-20-22
005674,PERFIL AG C160mmx 60mm-1.2,UND,0.333,0.0,128592.0,42821.0,18-20-22
MOAG02,MANO OBRA ALBANILERIA2 AYUDANTE,HC,0.05,0.0,17897.0,895.0,18-20-22
MOCT01,MANO OBRA CARP.TALLER1 AYUDANTE-1 OFI,HC,0.5,0.0,25391.0,12696.0,18-20-22
MOPI01,MANO OBRA PINTURA1 AYUDANTE-1 OFI,HC,0.1,0.0,25391.0,2539.0,18-20-22
MQ0111,PULIDORA CON PIEDRA O DISCO,DIA,0.08,0.0,26000.0,2080.0,18-20-22
MQ0118,SOLDADOR,DIA,0.12,0.0,47600.0,5712.0,18-20-22
MQ0301,HERRAMIENTA MENOR,GLB,1.0,0.0,1600.0,1600.0,18-20-22
MQ0401,OXICORTE (OXIGENO-ACETILENO),DIA,0.05,0.0,48500.0,2425.0,18-20-22
MQ0601,ANDAMIO METALICO TUBULAR,U/D,0.1,0.0,1100.0,110.0,18-20-22
000954,PERFIL AG C160mmx 60mm-1.5,UND,0.333,0.0,161424.0,53754.0,18-20-23
001508,SOLDADURA 6013 x 1/8,KLS,0.166,0.0,5876.0,975.0,18-20-23
002787,DISOLVENTE,GLN,0.05,0.0,45000.0,2250.0,18-20-23
003349,ANTICORROSIVO ROJO,GLN,0.08,0.0,43500.0,3480.0,18-20-23
MOAG02,MANO OBRA ALBANILERIA2 AYUDANTE,HC,0.05,0.0,17897.0,895.0,18-20-23
MOCT01,MANO OBRA CARP.TALLER1 AYUDANTE-1 OFI,HC,0.5,0.0,25391.0,12696.0,18-20-23
MOPI01,MANO OBRA PINTURA1 AYUDANTE-1 OFI,HC,0.1,0.0,25391.0,2539.0,18-20-23
MQ0111,PULIDORA CON PIEDRA O DISCO,DIA,0.08,0.0,26000.0,2080.0,18-20-23
MQ0118,SOLDADOR,DIA,0.12,0.0,47600.0,5712.0,18-20-23
MQ0301,HERRAMIENTA MENOR,GLB,1.0,0.0,1600.0,1600.0,18-20-23
MQ0401,OXICORTE (OXIGENO-ACETILENO),DIA,0.05,0.0,48500.0,2425.0,18-20-23
MQ0601,ANDAMIO METALICO TUBULAR,U/D,0.1,0.0,1100.0,110.0,18-20-23
001097,PERFIL AG C160mmx 60mm-1.9,UND,0.333,0.0,220248.0,73343.0,18-20-24
001508,SOLDADURA 6013 x 1/8,KLS,0.166,0.0,5876.0,975.0,18-20-24
002787,DISOLVENTE,GLN,0.05,0.0,45000.0,2250.0,18-20-24
003349,ANTICORROSIVO ROJO,GLN,0.08,0.0,43500.0,3480.0,18-20-24
MOAG02,MANO OBRA ALBANILERIA2 AYUDANTE,HC,0.05,0.0,17897.0,895.0,18-20-24
MOCT02,MANO OBRA CARP.TALLER2 AYUDANTE-1 OFI,HRS,0.5,0.0,41833.0,20917.0,18-20-24
MOPI01,MANO OBRA PINTURA1 AYUDANTE-1 OFI,HC,0.1,0.0,25391.0,2539.0,18-20-24
MQ0111,PULIDORA CON PIEDRA O DISCO,DIA,0.08,0.0,26000.0,2080.0,18-20-24
MQ0118,SOLDADOR,DIA,0.12,0.0,47600.0,5712.0,18-20-24
MQ0301,HERRAMIENTA MENOR,GLB,1.0,0.0,1600.0,1600.0,18-20-24
MQ0401,OXICORTE (OXIGENO-ACETILENO),DIA,0.04,0.0,48500.0,1940.0,18-20-24
MQ0601,ANDAMIO METALICO TUBULAR,U/D,0.1,0.0,1100.0,110.0,18-20-24
000956,PERFIL AG C220mmx 80mm-1.2,UND,0.333,0.0,173280.0,57702.0,18-20-25
001508,SOLDADURA 6013 x 1/8,KLS,0.166,0.0,5876.0,975.0,18-20-25
002787,DISOLVENTE,GLN,0.05,0.0,45000.0,2250.0,18-20-25
003349,ANTICORROSIVO ROJO,GLN,0.08,0.0,43500.0,3480.0,18-20-25
MOAG01,MANO OBRA ALBANILERIA1 AYUDANTE,HC,0.05,0.0,8949.0,447.0,18-20-25
MOCT01,MANO OBRA CARP.TALLER1 AYUDANTE-1 OFI,HC,0.5,0.0,25391.0,12696.0,18-20-25
MOPI01,MANO OBRA PINTURA1 AYUDANTE-1 OFI,HC,0.1,0.0,25391.0,2539.0,18-20-25
MQ0111,PULIDORA CON PIEDRA O DISCO,DIA,0.08,0.0,26000.0,2080.0,18-20-25
MQ0118,SOLDADOR,DIA,0.12,0.0,47600.0,5712.0,18-20-25
MQ0301,HERRAMIENTA MENOR,GLB,1.0,0.0,1600.0,1600.0,18-20-25
MQ0401,OXICORTE (OXIGENO-ACETILENO),DIA,0.06,0.0,48500.0,2910.0,18-20-25
MQ0601,ANDAMIO METALICO TUBULAR,U/D,0.1,0.0,1100.0,110.0,18-20-25
001159,PERFIL AG C220mmx 80mm-1.5,UND,0.333,0.0,215688.0,71824.0,18-20-26
001508,SOLDADURA 6013 x 1/8,KLS,0.166,0.0,5876.0,975.0,18-20-26
002787,DISOLVENTE,GLN,0.05,0.0,45000.0,2250.0,18-20-26
003349,ANTICORROSIVO ROJO,GLN,0.08,0.0,43500.0,3480.0,18-20-26
MOAG02,MANO OBRA ALBANILERIA2 AYUDANTE,HC,0.05,0.0,17897.0,895.0,18-20-26
MOPI01,MANO OBRA PINTURA1 AYUDANTE-1 OFI,HC,0.1,0.0,25391.0,2539.0,18-20-26
MQ0111,PULIDORA CON PIEDRA O DISCO,DIA,0.08,0.0,26000.0,2080.0,18-20-26
MQ0118,SOLDADOR,DIA,0.12,0.0,47600.0,5712.0,18-20-26
MQ0301,HERRAMIENTA MENOR,GLB,1.0,0.0,1600.0,1600.0,18-20-26
MQ0401,OXICORTE (OXIGENO-ACETILENO),DIA,0.06,0.0,48500.0,2910.0,18-20-26
MQ0601,ANDAMIO METALICO TUBULAR,U/D,0.1,0.0,1100.0,110.0,18-20-26
001158,PERFIL AG C220mmx 80mm-1.9,UND,0.333,0.0,294120.0,97942.0,18-20-27
001508,SOLDADURA 6013 x 1/8,KLS,0.166,0.0,5876.0,975.0,18-20-27
002787,DISOLVENTE,GLN,0.05,0.0,45000.0,2250.0,18-20-27
003349,ANTICORROSIVO ROJO,GLN,0.08,0.0,43500.0,3480.0,18-20-27
MOAG02,MANO OBRA ALBANILERIA2 AYUDANTE,HC,0.05,0.0,17897.0,895.0,18-20-27
MOCT01,MANO OBRA CARP.TALLER1 AYUDANTE-1 OFI,HC,0.5,0.0,25391.0,12696.0,18-20-27
MOPI01,MANO OBRA PINTURA1 AYUDANTE-1 OFI,HC,0.1,0.0,25391.0,2539.0,18-20-27
MQ0111,PULIDORA CON PIEDRA O DISCO,DIA,0.08,0.0,26000.0,2080.0,18-20-27
MQ0118,SOLDADOR,DIA,0.12,0.0,47600.0,5712.0,18-20-27
MQ0301,HERRAMIENTA MENOR,GLB,1.0,0.0,1600.0,1600.0,18-20-27
MQ0401,OXICORTE (OXIGENO-ACETILENO),DIA,0.06,0.0,48500.0,2910.0,18-20-27
MQ0601,ANDAMIO METALICO TUBULAR,U/D,0.1,0.0,1100.0,110.0,18-20-27
001838,PERFIL AG C305mmx 80mm-1.9,UND,0.333,0.0,360696.0,120112.0,18-20-29
002787,DISOLVENTE,GLN,0.06,0.0,45000.0,2700.0,18-20-29
003349,ANTICORROSIVO ROJO,GLN,0.09,0.0,43500.0,3915.0,18-20-29
003569,"""SOLDADURA 6011 x 1/8""""""",KLS,0.166,0.0,11996.0,1991.0,18-20-29
MOAG02,MANO OBRA ALBANILERIA2 AYUDANTE,HC,0.06,0.0,17897.0,1074.0,18-20-29
MOCT02,MANO OBRA CARP.TALLER2 AYUDANTE-1 OFI,HRS,0.5,0.0,41833.0,20917.0,18-20-29
MOPI01,MANO OBRA PINTURA1 AYUDANTE-1 OFI,HC,0.11,0.0,25391.0,2793.0,18-20-29
MQ0111,PULIDORA CON PIEDRA O DISCO,DIA,0.08,0.0,26000.0,2080.0,18-20-29
MQ0118,SOLDADOR,DIA,0.12,0.0,47600.0,5712.0,18-20-29
MQ0301,HERRAMIENTA MENOR,GLB,1.0,0.0,1600.0,1600.0,18-20-29
MQ0401,OXICORTE (OXIGENO-ACETILENO),DIA,0.07,0.0,48500.0,3395.0,18-20-29
MQ0601,ANDAMIO METALICO TUBULAR,U/D,0.1,0.0,1100.0,110.0,18-20-29
SC0102,SUBCONTRATO CARPINTERIA METALICA,GLB,0.05,0.0,1.0,0.0,18-20-29
002787,DISOLVENTE,GLN,0.06,0.0,45000.0,2700.0,18-20-30
