codigo_recurso,descripcion_recurso,unidad_recurso,cantidad_recurso,desper,vr_unitario,vr_parcial,codigo_analisis
003999,HIERR.DE 60000 PSI 420 MPA,KLS,66.5,3.0,4287.0,293638.0,02-04-28
004600,HIERR.DE 37000 PSI 259 MPA,KLS,5.0,3.0,4000.0,20600.0,02-04-28
MOAG12,MANO OBRA ALBANILERIA2 AYUDANTE-1 OFI,HC,15.0,0.0,32845.0,492675.0,02-04-28
002556,TABLA 1x10x300 OTOBO,UND,2.5,0.0,13007.0,32518.0,02-04-29
003890,FORMALETA CAMARA INSPECCIO,UND,2.0,0.0,54213.0,108426.0,02-04-29
003999,HIERR.DE 60000 PSI 420 MPA,KLS,66.5,3.0,4287.0,293638.0,02-04-29
004600,HIERR.DE 37000 PSI 259 MPA,KLS,5.0,3.0,4000.0,20600.0,02-04-29
MOAG12,MANO OBRA ALBANILERIA2 AYUDANTE-1 OFI,HC,16.0,0.0,32845.0,525520.0,02-04-29
MOIS02,MANO OBRA HIDRO1 AYUDANTE - 1 OFI+10 A2,HC,3.0,0.0,35087.0,105261.0,02-04-30
MQ0301,HERRAMIENTA MENOR,GLB,1.2,0.0,1600.0,1920.0,02-04-30
MOIS02,MANO OBRA HIDRO1 AYUDANTE - 1 OFI+10 A2,HC,2.0,0.0,35087.0,70174.0,02-04-31
MQ0301,HERRAMIENTA MENOR,GLB,1.2,0.0,1600.0,1920.0,02-04-31
001046,"""CUARTON 2""""x4""""x300 OTOBO",UND,3.0,0.0,15500.0,46500.0,02-04-33
002322,PUNTILLA.1/2AC,LBS,1.0,0.0,3660.0,3660.0,02-04-33
002556,TABLA 1x10x300 OTOBO,UND,3.0,0.0,13007.0,39021.0,02-04-33
MOAG12,MANO OBRA ALBANILERIA2 AYUDANTE-1 OFI,HC,7.0,0.0,32845.0,229915.0,02-04-33
MQ0124,VIBRADOR,DIA,0.5,0.0,30146.0,15073.0,02-04-33
MQ0301,HERRAMIENTA MENOR,GLB,0.1,0.0,1600.0,160.0,02-04-33
001046,"""CUARTON 2""""x4""""x300 OTOBO",UND,2.0,0.0,15500.0,31000.0,02-04-34
001722,"""HIERRO .1/2"""" 60.000 [6",KG.,18.5,0.0,4000.0,74000.0,02-04-34
002322,PUNTILLA.1/2AC,LBS,0.5,0.0,3660.0,1830.0,02-04-34
002556,TABLA 1x10x300 OTOBO,UND,2.0,0.0,13007.0,26014.0,02-04-34
MOAG12,MANO OBRA ALBANILERIA2 AYUDANTE-1 OFI,HC,6.0,0.0,32845.0,197070.0,02-04-34
MQ0124,VIBRADOR,DIA,0.5,0.0,30146.0,15073.0,02-04-34
MQ0301,HERRAMIENTA MENOR,GLB,0.1,0.0,1600.0,160.0,02-04-34
MQ0217,CAMION TRANSPORTE CARGA 5.1-10 TONELADAS,VJE,0.025,0.0,2400.0,60.0,02-05-01
MQ0217,CAMION TRANSPORTE CARGA 5.1-10 TONELADAS,VJE,0.04,0.0,2400.0,96.0,02-05-02
MQ0217,CAMION TRANSPORTE CARGA 5.1-10 TONELADAS,VJE,0.202,0.0,2400.0,485.0,02-05-04
000501,"""VAL CHAPALETA Q 4.1LT D6""",UND,1.0,0.0,464035.0,464035.0,02-06-02
MOAG02,MANO OBRA ALBANILERIA2 AYUDANTE,HC,0.5,0.0,17897.0,8949.0,02-06-02
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,0.5,0.0,25391.0,12696.0,02-06-02
000506,"""VAL CHAPALETA Q 4.1LT D8""",UND,1.0,0.0,814274.0,814274.0,02-06-03
MOAG02,MANO OBRA ALBANILERIA2 AYUDANTE,HC,0.5,0.0,17897.0,8949.0,02-06-03
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,0.52,0.0,25391.0,13203.0,02-06-03
000507,"""VAL CHAPAL Q=4.1LT/S D10""",UND,1.0,0.0,2217920.0,2217920.0,02-06-04
MOAG02,MANO OBRA ALBANILERIA2 AYUDANTE,HC,0.5,0.0,17897.0,8949.0,02-06-04
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,0.52,0.0,25391.0,13203.0,02-06-04
000508,"""VAL CHAPALETA Q4.1LT D12""",UND,1.0,0.0,2188487.0,2188487.0,02-06-05
MOAG02,MANO OBRA ALBANILERIA2 AYUDANTE,HC,0.57,0.0,17897.0,10201.0,02-06-05
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,0.57,0.0,25391.0,14473.0,02-06-05
000188,"""TUBO SAN 4""""PVC-110M",ML,1.0,0.0,16433.0,16433.0,02-07-04
000237,HIDROSELLO NOVAFORT 110MM,UND,0.33,0.0,2240.0,739.0,02-07-04
000521,ADHESIVO NOVAFORT,GLN,0.002,1.0,86557.0,175.0,02-07-04
000522,ACONDICION SUPERF NOVAFORT,GLN,0.002,1.0,100962.0,204.0,02-07-04
MOAG02,MANO OBRA ALBANILERIA2 AYUDANTE,HC,0.15,0.0,17897.0,2685.0,02-07-04
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,0.15,0.0,25391.0,3809.0,02-07-04
000193,"""TUBO SAN 6""""PVC-160M",ML,1.0,0.0,39721.0,39721.0,02-07-05
000238,HIDROSELLO NOVAFORT 160MM,UND,0.33,0.0,4797.0,1583.0,02-07-05
000521,ADHESIVO NOVAFORT,GLN,0.002,1.0,86557.0,175.0,02-07-05
000522,ACONDICION SUPERF NOVAFORT,GLN,0.002,1.0,100962.0,204.0,02-07-05
MOAG02,MANO OBRA ALBANILERIA2 AYUDANTE,HC,0.2,0.0,17897.0,3579.0,02-07-05
000190,"""TUBO SAN 8""""PVC-200M",ML,1.0,0.0,48666.0,48666.0,02-07-06
000240,HIDROSELLO NOVAFORT 200MM,UND,0.33,0.0,8631.0,2848.0,02-07-06
000521,ADHESIVO NOVAFORT,GLN,0.002,1.0,86557.0,175.0,02-07-06
000522,ACONDICION SUPERF NOVAFORT,GLN,0.002,1.0,100962.0,204.0,02-07-06
MOAG02,MANO OBRA ALBANILERIA2 AYUDANTE,HC,0.3,0.0,17897.0,5369.0,02-07-06
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,0.4,0.0,25391.0,10156.0,02-07-06
000192,"""TUBO SAN 10""""PVC-250M",ML,1.0,0.0,54050.0,54050.0,02-07-07
000241,HIDROSELLO NOVAFORT 250MM,UND,0.33,0.0,15305.0,5051.0,02-07-07
000521,ADHESIVO NOVAFORT,GLN,0.002,1.0,86557.0,175.0,02-07-07
000522,ACONDICION SUPERF NOVAFORT,GLN,0.002,1.0,100962.0,204.0,02-07-07
MOAG02,MANO OBRA ALBANILERIA2 AYUDANTE,HC,0.2,0.0,17897.0,3579.0,02-07-07
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,0.4,0.0,25391.0,10156.0,02-07-07
000191,"""TUBO SAN 12""""PVC-315M",ML,1.0,0.0,116106.0,116106.0,02-07-08
000242,HIDROSELLO NOVAFORT 315MM,UND,0.33,0.0,31766.0,10483.0,02-07-08
000521,ADHESIVO NOVAFORT,GLN,0.003,1.0,86557.0,262.0,02-07-08
000522,ACONDICION SUPERF NOVAFORT,GLN,0.003,1.0,100962.0,306.0,02-07-08
MOAG02,MANO OBRA ALBANILERIA2 AYUDANTE,HC,0.3,0.0,17897.0,5369.0,02-07-08
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,0.4,0.0,25391.0,10156.0,02-07-08
000521,ADHESIVO NOVAFORT,GLN,0.003,1.0,86557.0,262.0,02-07-09
000522,ACONDICION SUPERF NOVAFORT,GLN,0.003,1.0,100962.0,306.0,02-07-09
000525,"""TUBO SAN 16""""PVC-400M",ML,1.0,0.0,140875.0,140875.0,02-07-09
000536,HIDROSELLO NOVAFORT 400MM,UND,0.33,0.0,64692.0,21348.0,02-07-09
MOAG02,MANO OBRA ALBANILERIA2 AYUDANTE,HC,0.3,0.0,17897.0,5369.0,02-07-09
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,0.5,0.0,25391.0,12696.0,02-07-09
000521,ADHESIVO NOVAFORT,GLN,0.003,0.0,86557.0,260.0,02-07-10
000522,ACONDICION SUPERF NOVAFORT,GLN,0.003,1.0,100962.0,306.0,02-07-10
000526,"""TUBO SAN 18""""PVC-450M",ML,1.0,0.0,238100.0,238100.0,02-07-10
000537,HIDROSELLO NOVAFORT 450MM,UND,0.33,0.0,93512.0,30859.0,02-07-10
MOAG02,MANO OBRA ALBANILERIA2 AYUDANTE,HC,0.3,0.0,17897.0,5369.0,02-07-10
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,0.5,0.0,25391.0,12696.0,02-07-10
000521,ADHESIVO NOVAFORT,GLN,0.003,1.0,86557.0,262.0,02-07-11
000527,"""TUBO SAN 20""""PVC-500M",ML,1.0,0.0,296421.0,296421.0,02-07-11
000538,HIDROSELLO NOVAFORT 500MM,UND,0.33,0.0,105002.0,34651.0,02-07-11
MOAG02,MANO OBRA ALBANILERIA2 AYUDANTE,HC,0.3,0.0,17897.0,5369.0,02-07-11
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,0.5,0.0,25391.0,12696.0,02-07-11
000239,BALASTRO DE RIO,M3,0.288,0.0,19500.0,5616.0,02-07-12
000520,LUBRICANTE TUB PVC/500GR,UND,0.05,0.0,18232.0,912.0,02-07-12
005480,"""TUBO SAN 24""""PVC NOVA",ML,1.0,0.0,406002.0,406002.0,02-07-12
MOAG02,MANO OBRA ALBANILERIA2 AYUDANTE,HC,0.3,0.0,17897.0,5369.0,02-07-12
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,0.6,0.0,25391.0,15235.0,02-07-12
000239,BALASTRO DE RIO,M3,0.325,0.0,19500.0,6338.0,02-07-13
000520,LUBRICANTE TUB PVC/500GR,UND,0.06,0.0,18232.0,1094.0,02-07-13
005481,"""TUBO SAN 27""""PVC NOVA",ML,1.0,0.0,476338.0,476338.0,02-07-13
MOAG02,MANO OBRA ALBANILERIA2 AYUDANTE,HC,0.35,0.0,17897.0,6264.0,02-07-13
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,0.65,0.0,25391.0,16504.0,02-07-13
000239,BALASTRO DE RIO,M3,0.35,0.0,19500.0,6825.0,02-07-14
000520,LUBRICANTE TUB PVC/500GR,UND,0.07,0.0,18232.0,1276.0,02-07-14
005482,"""TUBO SAN 30""""PVC NOVA",ML,1.0,0.0,594873.0,594873.0,02-07-14
MOAG02,MANO OBRA ALBANILERIA2 AYUDANTE,HC,0.4,0.0,17897.0,7159.0,02-07-14
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,0.7,0.0,25391.0,17774.0,02-07-14
000239,BALASTRO DE RIO,M3,0.37,0.0,19500.0,7215.0,02-07-15
000520,LUBRICANTE TUB PVC/500GR,UND,0.07,0.0,18232.0,1276.0,02-07-15
005483,"""TUBO SAN 33""""PVC NOVA",ML,1.0,0.0,674001.0,674001.0,02-07-15
MOAG02,MANO OBRA ALBANILERIA2 AYUDANTE,HC,0.45,0.0,17897.0,8054.0,02-07-15
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,0.75,0.0,25391.0,19043.0,02-07-15
001588,LIMPIADOR PVC 760GRMS,UND,0.01,0.0,43125.0,431.0,02-07-16
005571,"""TUBO PVC 6"""" ALIG RIB LO",ML,1.0,0.0,44260.0,44260.0,02-07-16
MOAG02,MANO OBRA ALBANILERIA2 AYUDANTE,HC,0.2,0.0,17897.0,3579.0,02-07-16
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,0.4,0.0,25391.0,10156.0,02-07-16
001588,LIMPIADOR PVC 760GRMS,UND,0.01,0.0,43125.0,431.0,02-07-17
005572,"""TUBO PVC 8"""" ALIG RIB LO",ML,1.0,0.0,59634.0,59634.0,02-07-17
MOAG02,MANO OBRA ALBANILERIA2 AYUDANTE,HC,0.2,0.0,17897.0,3579.0,02-07-17
001588,LIMPIADOR PVC 760GRMS,UND,0.015,0.0,43125.0,647.0,02-07-18
005573,"""TUBO PVC 10"""" ALIG RIB LO",ML,1.0,0.0,82972.0,82972.0,02-07-18
MOAG02,MANO OBRA ALBANILERIA2 AYUDANTE,HC,0.25,0.0,17897.0,4474.0,02-07-18
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,0.42,0.0,25391.0,10664.0,02-07-18
001588,LIMPIADOR PVC 760GRMS,UND,0.015,0.0,43125.0,647.0,02-07-19
005574,"""TUBO PVC 12"""" ALIG RIB LO",ML,1.0,0.0,123102.0,123102.0,02-07-19
MOAG02,MANO OBRA ALBANILERIA2 AYUDANTE,HC,0.25,0.0,17897.0,4474.0,02-07-19
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,0.45,0.0,25391.0,11426.0,02-07-19
001588,LIMPIADOR PVC 760GRMS,UND,0.015,0.0,43125.0,647.0,02-07-20
005575,"""TUBO PVC 14"""" ALIG RIB LO",ML,1.0,0.0,145466.0,145466.0,02-07-20
MOAG02,MANO OBRA ALBANILERIA2 AYUDANTE,HC,0.25,0.0,17897.0,4474.0,02-07-20
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,0.425,0.0,25391.0,10791.0,02-07-20
004894,MOTOR EL.BOMB5HP,UND,1.0,0.0,929885.0,929885.0,03-01-01
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,4.0,0.0,25391.0,101564.0,03-01-01
MQ0301,HERRAMIENTA MENOR,GLB,2.0,0.0,1600.0,3200.0,03-01-01
004889,MOTOR EL.BOMB 15HP,UND,1.0,0.0,2255012.0,2255012.0,03-01-02
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,4.0,0.0,25391.0,101564.0,03-01-02
MQ0301,HERRAMIENTA MENOR,GLB,2.0,0.0,1600.0,3200.0,03-01-02
004892,MOTOR EL.BOMB 20HP,UND,1.0,0.0,2588250.0,2588250.0,03-01-03
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,4.0,0.0,25391.0,101564.0,03-01-03
MQ0301,HERRAMIENTA MENOR,GLB,2.0,0.0,1600.0,3200.0,03-01-03
004905,MOTOR EL.BOMB 25HP,UND,1.0,0.0,2779650.0,2779650.0,03-01-04
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,4.0,0.0,25391.0,101564.0,03-01-04
MQ0301,HERRAMIENTA MENOR,GLB,2.0,0.0,1600.0,3200.0,03-01-04
004904,MOTOR EL.BOMB 35HP,UND,1.0,0.0,4622600.0,4622600.0,03-01-05
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,4.0,0.0,25391.0,101564.0,03-01-05
MQ0301,HERRAMIENTA MENOR,GLB,3.0,0.0,1600.0,4800.0,03-01-05
004907,MOTOR EL.BOMB 50HP,UND,1.0,0.0,6652600.0,6652600.0,03-01-06
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,4.5,0.0,25391.0,114260.0,03-01-06
MQ0301,HERRAMIENTA MENOR,GLB,2.0,0.0,1600.0,3200.0,03-01-06
004900,MOTOR EL.BOMB 60HP,UND,1.0,0.0,7703850.0,7703850.0,03-01-07
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,5.0,0.0,25391.0,126955.0,03-01-07
MQ0301,HERRAMIENTA MENOR,GLB,3.0,0.0,1600.0,4800.0,03-01-07
004887,MOTOR EL.100HP 3600RPM BOM,UND,1.0,0.0,11024350.0,11024350.0,03-01-08
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,5.5,0.0,25391.0,139651.0,03-01-08
MQ0301,HERRAMIENTA MENOR,GLB,1.9,0.0,1600.0,3040.0,03-01-08
004890,MOTOR EL.BOMB 150HP,UND,1.0,0.0,17297050.0,17297050.0,03-01-09
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,5.5,0.0,25391.0,139651.0,03-01-09
MQ0301,HERRAMIENTA MENOR,GLB,3.0,0.0,1600.0,4800.0,03-01-09
004891,MOTOR EL.BOMB 30HP,UND,1.0,0.0,3836700.0,3836700.0,03-01-10
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,4.0,0.0,25391.0,101564.0,03-01-10
MQ0301,HERRAMIENTA MENOR,GLB,3.0,0.0,1600.0,4800.0,03-01-10
004868,"""BOM.SUM. 3 HP LAPIC 4""",UND,1.0,0.0,4611000.0,4611000.0,03-02-01
MOIE01,MANO OBRA ELECTRICAS1 AYUDANTE-1 OFI,HC,1.0,0.0,33455.0,33455.0,03-02-01
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,2.0,0.0,25391.0,50782.0,03-02-01
MQ0212,CARRO GRUA 5 TONELADAS,HRS,2.0,0.0,51000.0,102000.0,03-02-01
MQ0301,HERRAMIENTA MENOR,GLB,3.0,0.0,1600.0,4800.0,03-02-01
004857,"""BOM.SUM. 15 HP LAPIC 6""",UND,1.0,0.0,11008400.0,11008400.0,03-02-02
MOIE01,MANO OBRA ELECTRICAS1 AYUDANTE-1 OFI,HC,2.5,0.0,33455.0,83638.0,03-02-02
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,3.0,0.0,25391.0,76173.0,03-02-02
MQ0212,CARRO GRUA 5 TONELADAS,HRS,3.5,0.0,51000.0,178500.0,03-02-02
MQ0301,HERRAMIENTA MENOR,GLB,3.0,0.0,1600.0,4800.0,03-02-02
004874,"""BOM.SUM. 20 HP LAPIC 6""",UND,1.0,0.0,13374800.0,13374800.0,03-02-03
MOIE01,MANO OBRA ELECTRICAS1 AYUDANTE-1 OFI,HC,3.5,0.0,33455.0,117093.0,03-02-03
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,3.5,0.0,25391.0,88869.0,03-02-03
MQ0212,CARRO GRUA 5 TONELADAS,HRS,4.0,0.0,51000.0,204000.0,03-02-03
MQ0301,HERRAMIENTA MENOR,GLB,4.0,0.0,1600.0,6400.0,03-02-03
005167,"""BOM.SUM. 25 HP LAPIC 6""",UND,1.0,0.0,15947100.0,15947100.0,03-02-04
MOIE01,MANO OBRA ELECTRICAS1 AYUDANTE-1 OFI,HC,3.5,0.0,33455.0,117093.0,03-02-04
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,5.0,0.0,25391.0,126955.0,03-02-04
MQ0212,CARRO GRUA 5 TONELADAS,HRS,4.5,0.0,51000.0,229500.0,03-02-04
MQ0301,HERRAMIENTA MENOR,GLB,3.5,0.0,1600.0,5600.0,03-02-04
004864,"""BOM.SUM. 30 HP LAPIC. 6""",UND,1.0,0.0,23187500.0,23187500.0,03-02-05
MOIE01,MANO OBRA ELECTRICAS1 AYUDANTE-1 OFI,HC,3.0,0.0,33455.0,100365.0,03-02-05
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,5.0,0.0,25391.0,126955.0,03-02-05
MQ0212,CARRO GRUA 5 TONELADAS,HRS,5.5,0.0,51000.0,280500.0,03-02-05
MQ0301,HERRAMIENTA MENOR,GLB,4.0,0.0,1600.0,6400.0,03-02-05
004866,"""BOM.SUM. 40 HP LAPIC. 6""",UND,1.0,0.0,25725000.0,25725000.0,03-02-06
MOIE01,MANO OBRA ELECTRICAS1 AYUDANTE-1 OFI,HC,3.5,0.0,33455.0,117093.0,03-02-06
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,5.0,0.0,25391.0,126955.0,03-02-06
MQ0212,CARRO GRUA 5 TONELADAS,HRS,5.5,0.0,51000.0,280500.0,03-02-06
MQ0301,HERRAMIENTA MENOR,GLB,3.5,0.0,1600.0,5600.0,03-02-06
004879,"""BOM.SUM. 50 HP LAPIC. 6""",UND,1.0,0.0,30056250.0,30056250.0,03-02-07
MOIE01,MANO OBRA ELECTRICAS1 AYUDANTE-1 OFI,HC,4.0,0.0,33455.0,133820.0,03-02-07
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,5.0,0.0,25391.0,126955.0,03-02-07
MQ0212,CARRO GRUA 5 TONELADAS,HRS,5.0,0.0,51000.0,255000.0,03-02-07
MQ0301,HERRAMIENTA MENOR,GLB,4.0,0.0,1600.0,6400.0,03-02-07
004877,"""BOM.SUM. 60 HP LAPIC. 6""",UND,1.0,0.0,37567250.0,37567250.0,03-02-08
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,5.0,0.0,25391.0,126955.0,03-02-08
MQ0212,CARRO GRUA 5 TONELADAS,HRS,5.0,0.0,51000.0,255000.0,03-02-08
MQ0301,HERRAMIENTA MENOR,GLB,5.0,0.0,1600.0,8000.0,03-02-08
000999,BOM.SUM. 1 HP,UND,1.0,0.0,2593766.0,2593766.0,03-02-09
MOIE01,MANO OBRA ELECTRICAS1 AYUDANTE-1 OFI,HC,2.5,0.0,33455.0,83638.0,03-02-09
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,3.0,0.0,25391.0,76173.0,03-02-09
MQ0301,HERRAMIENTA MENOR,GLB,3.0,0.0,1600.0,4800.0,03-02-09
005565,ARR.230V 40-50AMP,UND,1.0,0.0,1087500.0,1087500.0,03-05-01
MOIE01,MANO OBRA ELECTRICAS1 AYUDANTE-1 OFI,HC,0.5,0.0,33455.0,16728.0,03-05-01
MQ0301,HERRAMIENTA MENOR,GLB,2.0,0.0,1600.0,3200.0,03-05-01
005566,MONITOR DE VOLTAJE,UND,1.0,0.0,375000.0,375000.0,03-05-02
MOIE01,MANO OBRA ELECTRICAS1 AYUDANTE-1 OFI,HC,0.5,0.0,33455.0,16728.0,03-05-02
MQ0301,HERRAMIENTA MENOR,GLB,1.0,0.0,1600.0,1600.0,03-05-02
005567,CONTACTOR ABIERTO 60A/AC3,UND,1.0,0.0,914200.0,914200.0,03-05-03
MOIE01,MANO OBRA ELECTRICAS1 AYUDANTE-1 OFI,HC,0.5,0.0,33455.0,16728.0,03-05-03
MQ0301,HERRAMIENTA MENOR,GLB,1.0,0.0,1600.0,1600.0,03-05-03
005568,HIMEL,UND,1.0,0.0,196270.0,196270.0,03-05-04
MOIE01,MANO OBRA ELECTRICAS1 AYUDANTE-1 OFI,HC,0.5,0.0,33455.0,16728.0,03-05-04
MQ0301,HERRAMIENTA MENOR,GLB,1.0,0.0,1600.0,1600.0,03-05-04
005569,RELE BIMETALICO TERMICO,UND,1.0,0.0,423900.0,423900.0,03-05-05
MOIE01,MANO OBRA ELECTRICAS1 AYUDANTE-1 OFI,HC,0.5,0.0,33455.0,16728.0,03-05-05
MQ0301,HERRAMIENTA MENOR,GLB,1.0,0.0,1600.0,1600.0,03-05-05
005570,PULSADOR LUMINOSO VERDE,UND,1.0,0.0,85050.0,85050.0,03-05-06
MOIE01,MANO OBRA ELECTRICAS1 AYUDANTE-1 OFI,HC,0.5,0.0,33455.0,16728.0,03-05-06
MQ0301,HERRAMIENTA MENOR,GLB,1.0,0.0,1600.0,1600.0,03-05-06
005567,CONTACTOR ABIERTO 60A/AC3,UND,1.0,0.0,914200.0,914200.0,03-05-07
005774,CONTROL DE NIVEL T. GWARRI,UND,1.0,0.0,252880.0,252880.0,03-05-08
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,1.0,0.0,25391.0,25391.0,03-05-08
MQ0301,HERRAMIENTA MENOR,GLB,0.5,0.0,1600.0,800.0,03-05-08
004930,T/C/D 3600RPM 1.0HP 32 A,UND,1.0,0.0,1364181.0,1364181.0,03-05-09
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,10.0,0.0,25391.0,253910.0,03-05-09
MQ0301,HERRAMIENTA MENOR,GLB,10.0,0.0,1600.0,16000.0,03-05-09
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,3.5,0.0,25391.0,88869.0,04-01-30
MQ0301,HERRAMIENTA MENOR,GLB,0.5,0.0,1600.0,800.0,04-01-30
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,5.5,0.0,25391.0,139651.0,04-01-31
MQ0301,HERRAMIENTA MENOR,GLB,0.6,0.0,1600.0,960.0,04-01-31
004910,REG.HIE.D=1/2E=1/2 1.5x40M,UND,1.0,0.0,118400.0,118400.0,04-01-62
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,1.0,0.0,25391.0,25391.0,04-01-62
MQ0301,HERRAMIENTA MENOR,GLB,1.0,0.0,1600.0,1600.0,04-01-62
004912,REG.HIE.D=1/2E=1/2 .6x.4MT,UND,1.0,0.0,47265.0,47265.0,04-01-63
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,1.0,0.0,25391.0,25391.0,04-01-63
MQ0301,HERRAMIENTA MENOR,GLB,0.5,0.0,1600.0,800.0,04-01-63
004911,REG.HIE.D=1/2E=1/2 1x.30MT,UND,1.0,0.0,56718.0,56718.0,04-01-64
MOIS01,MANO OBRA HIDROSANIT.1 AYUDANTE-1 OFI,HC,1.0,0.0,25391.0,25391.0,04-01-64
MQ0301,HERRAMIENTA MENOR,GLB,0.6,0.0,1600.0,960.0,04-01-64
004914,REG.HIE.D=1/2E=1/2 1x.60MT,UND,1.0,0.0,179060.0,179060.0,04-01-65
MOIS01,MANO OBRA HIDROSANIT. 1 AYUDANTE-1 OFI,HC,1.0,0.0,25391.0,25391.0,04-01-65
MQ0301,HERRAMIENTA MENOR,GLB,0.6,0.0,1600.0,960.0,04-01-65
004913,REG.LAM.A.INO.C=9 1 x.60M,UND,1.0,0.0,283590.0,283590.0,04-01-66
MOIS01,MANO OBRA HIDROSANIT. 1 AYUDANTE-1 OFI,HC,2.5,0.0,25391.0,63478.0,04-01-66
MQ0301,HERRAMIENTA MENOR,GLB,1.0,0.0,1600.0,1600.0,04-01-66
004916,REG.LAM.A.INO.C=9 1 x.30M,UND,1.0,0.0,94530.0,94530.0,04-01-67
MOIS01,MANO OBRA HIDROSANIT. 1 AYUDANTE-1 OFI,HC,2.5,0.0,25391.0,63478.0,04-01-67
MQ0301,HERRAMIENTA MENOR,GLB,1.0,0.0,1600.0,1600.0,04-01-67
004915,REG.LAM.A.INO.C=9 1.5x.40M,UND,1.0,0.0,330855.0,330855.0,04-01-68
MOIS01,MANO OBRA HIDROSANIT. 1 AYUDANTE-1 OFI,HC,2.5,0.0,25391.0,63478.0,04-01-68
MQ0301,HERRAMIENTA MENOR,GLB,1.5,0.0,1600.0,2400.0,04-01-68
005142,"""HIDRANTE E.B LONDRES D=4",UND,1.0,0.0,2351490.0,2351490.0,04-03-01
MOIS02,MANO OBRA HIDRO1 AYUDANTE - 1 OFI+10 A2,HC,7.0,0.0,35087.0,245609.0,04-03-01
MQ0301,HERRAMIENTA MENOR,GLB,0.3,0.0,1600.0,480.0,04-03-01
005141,"""HIDRANTE E.B LONDRES D=6",UND,1.0,0.0,2899450.0,2899450.0,04-03-02
MOIS02,MANO OBRA HIDRO1 AYUDANTE - 1 OFI+10 A2,HC,7.5,0.0,35087.0,263153.0,04-03-02
MQ0301,HERRAMIENTA MENOR,GLB,0.3,0.0,1600.0,480.0,04-03-02
005140,"""HIDRANTE E.L MILAN JR D=3",UND,1.0,0.0,1503800.0,1503800.0,04-03-03
